"Date","Price","Open","High","Low","Vol.","Change %"
"12/20/2024","627.57","622.26","628.04","616.83","0.00K","2.10%"
"12/19/2024","614.67","610.39","620.89","609.70","0.00K","-0.45%"
"12/18/2024","617.47","634.80","634.80","606.83","0.00K","-2.30%"
"12/17/2024","632.00","635.05","642.26","629.15","0.00K","-1.10%"
"12/16/2024","639.01","646.90","648.95","634.53","0.00K","-1.23%"
"12/13/2024","647.00","650.06","653.13","646.56","0.00K","-0.80%"
"12/12/2024","652.25","673.78","674.18","649.04","0.00K","-1.63%"
"12/11/2024","663.04","656.04","673.20","653.90","0.00K","1.03%"
"12/10/2024","656.29","657.69","662.67","655.09","0.00K","-0.12%"
"12/09/2024","657.07","650.53","660.69","650.53","0.00K","1.26%"
"12/06/2024","648.89","661.48","662.75","647.32","0.00K","-2.15%"
"12/05/2024","663.18","652.97","663.20","652.97","0.00K","1.94%"
"12/04/2024","650.53","647.36","653.43","647.00","0.00K","0.36%"
"12/03/2024","648.20","642.97","649.38","642.33","0.00K","1.15%"
"12/02/2024","640.81","643.13","645.73","636.58","0.00K","-1.29%"
"11/29/2024","649.19","638.32","650.22","634.18","0.00K","0.92%"
"11/28/2024","643.29","654.45","654.78","640.90","0.00K","-2.67%"
"11/27/2024","660.96","668.22","671.55","654.73","0.00K","-1.45%"
"11/26/2024","670.69","672.92","674.75","669.19","0.00K","-0.15%"
"11/25/2024","671.71","674.42","677.57","671.71","0.00K","-0.01%"
"11/22/2024","671.79","666.77","673.53","664.91","0.00K","0.84%"
"11/21/2024","666.21","670.35","670.35","665.13","0.00K","-1.21%"
"11/20/2024","674.35","675.05","675.16","672.97","0.00K","0.01%"
"11/19/2024","674.31","673.49","678.93","669.43","0.00K","-0.18%"
"11/18/2024","675.50","670.37","676.90","668.91","0.00K","0.91%"
"11/15/2024","669.39","670.55","670.82","669.38","","-0.03%"
"11/14/2024","669.59","667.51","673.29","667.12","","0.21%"
"11/13/2024","668.16","674.51","677.16","665.27","","-0.43%"
"11/12/2024","671.03","675.68","677.80","668.32","","-0.29%"
"11/11/2024","672.98","672.88","677.59","670.01","","-0.78%"
"11/08/2024","678.28","690.55","690.55","672.73","","-2.84%"
"11/07/2024","698.08","695.87","705.50","693.08","","1.09%"
"11/06/2024","690.55","677.01","696.07","667.96","","1.31%"
"11/05/2024","681.65","684.26","688.11","677.54","","-0.74%"
"11/04/2024","686.75","674.35","687.50","674.10","","2.13%"
"11/01/2024","672.44","683.09","683.48","666.79","","-1.20%"
"10/31/2024","680.62","685.94","687.34","680.62","","-0.45%"
"10/30/2024","683.72","685.84","687.88","683.72","","-1.21%"
"10/29/2024","692.09","697.54","699.78","688.22","","-0.84%"
"10/28/2024","697.97","695.95","700.17","695.77","","0.26%"
"10/25/2024","696.17","699.90","701.69","693.96","","-0.06%"
"10/24/2024","696.62","696.91","700.40","692.11","","0.71%"
"10/23/2024","691.72","696.46","696.46","689.50","","-0.99%"
"10/22/2024","698.62","700.91","702.45","694.09","","-0.04%"
"10/21/2024","698.88","702.24","702.24","697.34","","-1.04%"
"10/18/2024","706.26","706.38","709.77","701.42","","0.57%"
"10/17/2024","702.27","705.90","705.94","697.89","","-0.61%"
"10/16/2024","706.56","707.23","709.73","701.24","","-0.36%"
"10/15/2024","709.13","713.47","714.75","704.39","","-0.69%"
"10/14/2024","714.03","712.30","717.80","708.18","","0.87%"
"10/11/2024","707.85","714.08","716.39","704.59","","-0.70%"
"10/10/2024","712.86","708.69","713.41","707.11","","0.41%"
"10/09/2024","709.96","719.31","719.47","708.13","","-1.30%"
"10/08/2024","719.33","726.87","726.87","716.01","","-1.13%"
"10/07/2024","727.56","731.71","737.66","726.18","","-0.86%"
"10/04/2024","733.84","725.72","733.84","721.60","","1.72%"
"10/03/2024","721.43","734.36","734.36","718.26","","-1.93%"
"10/02/2024","735.62","729.60","742.63","729.60","","1.12%"
"10/01/2024","727.47","727.13","732.04","725.11","","-0.20%"
"09/30/2024","728.96","734.25","737.22","727.60","","-0.78%"
"09/27/2024","734.69","737.74","742.42","733.38","","-0.41%"
"09/26/2024","737.73","727.53","740.47","727.53","","1.53%"
"09/25/2024","726.64","733.97","735.87","725.23","","-1.05%"
"09/24/2024","734.35","716.77","737.04","716.77","","2.47%"
"09/23/2024","716.66","718.25","718.25","710.64","","-0.46%"
"09/20/2024","719.95","738.75","740.16","716.52","","-2.69%"
"09/19/2024","739.82","739.10","745.32","738.95","","0.20%"
"09/18/2024","738.31","741.54","748.89","735.94","","0.12%"
"09/17/2024","737.39","737.23","740.76","733.52","","0.00%"
"09/16/2024","737.39","732.24","740.50","729.43","","0.66%"
"09/13/2024","732.55","721.95","738.26","721.95","","2.34%"
"09/12/2024","715.82","714.26","723.32","712.04","","0.53%"
"09/11/2024","712.04","709.88","718.59","706.87","","0.19%"
